SD_front,SD_left,SD_right,SD_back,Class
0.982,0.632,2.061,1.584,0
0.963,0.64,2.087,1.607,0
0.945,0.647,2.087,1.63,0
0.926,0.651,2.091,1.643,0
0.907,0.655,2.094,1.666,0
0.889,0.669,3.038,1.783,2
0.871,0.671,3.031,1.803,2
0.853,0.676,3.023,1.821,2
0.835,0.674,3.017,1.57,2
0.821,0.675,3.01,1.671,2
1.085,0.68,3.004,1.688,0
1.469,0.68,2.291,1.133,0
1.467,0.678,2.242,1.115,0
1.471,0.676,2.246,1.115,0
1.471,0.676,2.248,1.108,0
1.47,0.677,2.224,1.11,0
1.468,0.678,2.296,0.774,0
1.463,0.68,2.251,1.116,0
1.456,0.682,2.243,1.125,0
1.065,0.685,2.248,0.777,0
1.056,0.69,2.298,1.157,0
1.049,0.695,2.298,1.172,0
1.038,0.701,2.98,0.788,0
1.029,0.707,2.974,0.804,0
0.714,0.715,2.967,0.814,2
0.695,0.723,2.96,1.556,2
0.672,0.734,2.952,1.797,2
0.653,0.742,2.944,1.669,2
0.639,0.75,2.938,2.068,2
0.625,0.757,2.931,1.577,2
0.612,0.764,2.925,1.599,2
0.601,0.767,2.922,1.167,2
0.595,0.766,2.922,1.524,2
0.595,0.765,2.923,1.523,2
0.596,0.761,2.925,1.525,2
0.597,0.76,2.925,5,2
0.6,0.76,2.926,1.523,2
0.6,0.759,2.252,0.845,2
0.603,0.758,2.249,5,2
1.056,0.757,2.929,0.819,0
1.062,0.756,2.929,1.769,0
1.062,0.755,2.93,1.718,0
1.424,0.754,2.06,0.997,0
1.422,0.754,2.063,5,0
1.421,0.755,2.06,5,0
1.597,0.757,2.063,1.769,0
1.054,0.758,2.925,1.005,0
1.595,0.76,2.923,1.724,0
1.586,0.763,2.919,1.722,0
1.066,0.767,2.913,5,0
1.219,0.772,2.906,5,0
1.205,0.779,2.899,1.375,0
0.993,0.782,2.89,5,0
0.976,0.782,2.88,5,0
0.96,0.781,2.87,1.425,0
0.941,0.781,2.859,5,0
0.925,0.775,2.848,5,0
0.909,0.776,2.837,5,0
0.889,0.777,2.826,1.415,2
0.872,0.779,2.815,5,2
0.856,0.781,2.347,1.432,2
0.839,0.784,2.791,1.593,2
0.822,0.791,2.78,1.472,2
0.806,0.901,2.364,1.951,2
0.792,0.902,2.759,0.977,2
0.779,0.901,2.751,0.974,2
0.771,0.805,2.745,0.978,2
0.769,0.8,2.746,5,2
0.77,0.799,2.75,4.331,2
0.77,0.798,2.751,4.334,2
0.77,0.794,2.749,4.333,2
0.77,0.793,2.752,4.321,2
0.769,0.792,2.753,4.317,2
0.769,0.791,2.754,4.315,2
0.769,0.791,2.755,4.312,2
0.769,0.79,2.756,0.985,2
0.769,0.789,2.756,0.974,2
0.768,0.789,2.757,0.967,2
0.768,0.789,2.754,0.966,2
0.768,0.788,2.755,1.316,2
0.768,0.787,2.759,0.945,2
0.768,0.405,2.76,0.93,2
0.768,0.397,2.761,0.925,2
0.77,0.393,3.23,0.921,2
0.77,0.392,2.765,0.919,2
0.776,0.39,2.766,0.917,2
0.784,0.389,2.66,0.912,2
0.773,0.384,2.66,0.91,2
0.769,0.386,2.657,0.909,2
0.768,0.411,2.658,0.91,2
0.768,0.782,2.679,0.909,2
0.77,0.43,2.665,0.902,2
0.774,0.808,2.666,0.9,2
0.784,0.379,2.668,0.898,2
1.772,0.372,2.66,0.892,1
1.768,0.369,2.661,0.89,1
0.915,0.367,2.663,0.889,1
0.917,0.747,2.662,0.888,0
0.912,0.745,2.663,0.889,0
0.912,0.745,2.663,0.89,0
0.908,0.746,2.662,0.893,0
0.908,0.746,2.662,0.894,0
0.911,0.746,2.662,0.895,0
0.912,0.745,2.663,0.894,0
0.905,0.743,2.665,0.901,0
0.899,0.74,2.669,0.905,2
0.888,0.736,2.673,0.915,2
0.879,0.732,2.678,0.927,2
0.871,0.726,2.684,0.939,2
0.856,0.393,2.693,0.942,2
0.849,0.379,2.699,0.929,2
1.673,0.382,2.706,0.932,1
1.669,0.386,2.711,0.938,1
2.672,0.392,2.714,0.942,1
2.672,0.701,2.715,0.941,0
2.075,0.404,2.714,0.94,1
1.671,0.398,2.714,0.94,1
2.075,0.402,2.714,0.941,1
2.67,0.43,2.715,0.943,1
2.666,0.428,2.716,0.945,1
2.662,0.697,2.719,0.948,0
2.655,0.695,2.721,0.952,0
2.648,0.689,2.725,0.957,0
2.64,0.685,2.729,0.96,0
2.63,0.682,2.733,0.967,0
2.62,0.678,2.737,0.975,0
2.403,0.675,2.173,0.984,0
2.389,0.481,2.155,0.923,1
2.585,0.667,2.149,0.936,0
2.569,0.663,2.126,0.952,0
2.549,0.659,2.123,0.963,0
2.325,0.555,2.602,0.976,0
1.5,0.65,2.586,0.994,0
1.479,0.536,2.072,1.01,0
1.458,0.642,2.779,1.027,0
1.44,0.638,2.787,1.045,0
1.421,0.633,2.051,1.066,0
1.412,0.628,2.041,1.084,0
2.395,0.624,2.035,1.103,0
1.367,0.619,2.806,0.59,0
1.348,0.615,2.808,0.599,0
1.326,0.61,2.082,0.611,0
1.309,0.606,2.132,0.626,0
1.286,0.601,2.117,0.638,0
1.27,0.597,2.11,0.654,0
1.264,0.592,2.118,0.672,0
1.248,0.587,2.111,0.687,0
1.214,0.582,2.838,0.702,0
1.989,0.578,2.097,0.714,0
1.97,0.571,2.839,0.728,0
2.159,0.567,2.149,0.745,0
1.933,0.565,2.143,0.759,0
1.917,0.561,2.822,0.774,0
1.895,0.557,2.809,0.788,0
1.105,0.553,2.797,0.802,0
1.088,0.549,2.139,0.817,0
2.044,0.545,2.773,0.832,0
2.024,0.541,2.124,0.849,0
2.004,0.537,2.748,0.863,0
1.984,0.533,2.735,0.879,0
1.964,0.529,1.891,0.895,0
1.943,0.525,1.885,0.91,0
1.924,0.521,1.883,0.925,0
1.904,0.517,1.888,0.94,0
1.885,0.513,1.924,0.956,0
0.575,0.51,2.664,0.97,2
0.575,0.506,1.915,0.985,2
1.828,0.502,1.875,1,0
0.574,0.498,1.87,1.016,2
1.79,0.494,1.87,1.03,1
1.773,0.491,1.869,1.043,1
0.803,0.488,1.866,1.055,2
0.787,0.485,1.872,1.066,2
0.776,0.482,2.585,1.077,2
0.765,0.48,1.885,1.084,2
0.763,0.478,1.773,1.084,2
0.766,0.479,1.777,1.081,2
0.766,0.478,1.782,1.079,2
0.766,0.478,1.78,1.082,2
0.766,0.477,1.777,1.082,2
0.765,0.477,1.777,1.085,2
0.765,0.473,1.774,1.082,2
0.767,0.476,1.776,1.106,2
0.767,0.475,1.78,1.112,2
0.767,0.474,1.781,1.081,2
0.779,0.473,1.783,1.074,2
1.512,0.472,1.785,1.073,1
1.505,0.471,1.788,1.071,1
1.514,0.47,2.023,1.066,1
1.726,0.468,2.032,1.065,1
1.725,0.468,2.028,1.066,1
1.724,0.469,2.595,1.067,1
1.724,0.469,1.993,1.067,1
1.724,0.469,2.062,1.067,1
1.724,0.469,2.063,1.067,1
1.724,0.469,2.062,1.067,1
1.724,0.469,2.027,1.067,1
1.723,0.469,2.6,1.067,1
1.723,0.469,2.619,1.068,1
1.723,0.468,2.594,1.067,1
1.723,0.468,2.595,1.067,1
1.723,0.469,2.598,1.067,1
1.723,0.468,2.595,1.067,1
1.722,0.468,2.603,1.067,1
1.72,0.468,2.592,1.069,1
0.569,0.468,2.593,1.072,2
1.711,0.467,1.79,1.077,1
1.704,0.466,1.784,1.082,1
1.696,0.466,1.774,1.089,1
0.57,0.465,1.771,1.095,2
1.68,0.464,1.771,1.102,1
1.672,0.463,1.76,1.109,1
1.663,0.463,1.881,1.117,1
1.655,0.462,1.883,1.124,1
1.647,0.461,1.906,1.13,1
1.639,0.461,1.873,1.138,1
1.426,0.461,1.868,1.145,1
1.415,0.462,1.866,1.154,1
1.413,0.462,1.864,1.163,1
1.603,0.463,1.861,1.172,1
1.593,0.464,1.859,1.185,1
1.38,0.465,1.853,1.195,1
1.371,0.466,1.851,1.205,1
1.363,0.467,1.846,1.215,1
1.355,0.469,1.846,0.567,1
1.347,0.471,1.84,1.233,1
1.34,0.472,1.837,1.242,1
1.332,0.474,1.834,1.251,1
1.515,0.476,1.831,1.26,1
1.505,0.478,1.828,1.27,1
1.494,0.479,1.825,1.277,1
1.484,0.481,1.822,1.286,1
1.473,0.482,1.819,1.296,1
1.464,0.484,1.816,1.308,1
1.454,0.486,1.813,1.314,1
1.444,0.488,1.807,1.327,1
1.434,0.49,1.804,0.817,1
1.424,0.492,1.8,0.825,1
1.415,0.494,1.798,0.83,1
1.406,0.497,1.795,0.838,0
1.397,0.499,1.792,0.846,0
1.387,0.502,1.789,0.855,0
1.377,0.505,1.785,0.861,0
1.366,0.508,1.781,0.572,0
1.354,0.512,1.776,0.578,0
1.34,0.517,1.77,0.579,0
1.326,0.523,1.764,0.584,0
1.311,0.528,1.758,0.934,0
1.298,0.534,1.751,0.595,0
1.279,0.541,1.743,0.604,0
1.262,0.549,1.735,1.526,0
1.245,0.556,1.727,0.625,0
1.227,0.565,1.719,0.626,0
1.209,0.571,1.711,1.579,0
1.192,0.579,1.703,0.64,0
1.174,0.587,1.695,1.621,0
1.156,0.595,1.686,1.641,0
1.141,0.603,1.677,1.658,0
1.122,0.611,1.668,1.675,0
1.103,0.619,1.658,0.68,0
1.084,0.627,1.649,1.72,0
1.065,0.636,1.64,0.697,0
1.043,0.645,1.63,0.706,0
1.024,0.651,1.622,0.707,0
1.006,0.662,1.613,0.719,0
0.988,0.67,1.604,0.724,0
0.97,0.678,1.595,0.782,0
0.952,0.687,1.586,1.869,0
0.933,0.696,1.576,1.358,0
0.915,0.705,1.567,1.907,0
0.897,0.714,1.555,1.927,2
0.878,0.722,1.552,1.41,2
0.86,0.73,1.537,1.416,2
0.843,0.738,1.525,0.809,2
0.825,0.746,1.513,0.804,2
0.809,0.753,1.504,0.814,2
0.794,0.759,1.494,0.82,2
0.785,0.762,1.495,1.492,2
0.784,0.76,1.498,0.847,2
0.787,0.759,1.503,0.843,2
0.788,0.758,1.505,0.846,2
0.789,0.758,1.505,0.845,2
0.788,0.758,1.502,0.841,2
0.788,0.758,1.502,0.841,2
0.791,0.758,1.502,0.843,2
0.791,0.757,1.502,0.841,2
0.789,0.757,1.503,0.842,2
0.785,0.759,1.504,0.825,2
0.784,0.758,1.501,0.792,2
0.783,0.766,1.502,0.79,2
0.783,0.76,1.502,0.789,2
0.782,0.759,1.506,0.788,2
0.782,0.759,1.504,0.787,2
0.781,0.755,1.504,0.785,2
0.78,0.755,1.505,0.78,2
0.779,0.754,1.506,0.778,2
0.777,0.754,1.507,0.776,2
0.776,0.754,1.512,0.777,2
0.775,0.757,1.514,5,2
0.774,0.757,1.515,0.773,2
0.774,0.76,1.517,0.766,2
0.773,0.764,1.521,0.76,2
0.776,0.794,1.524,0.754,2
0.778,0.803,1.535,0.751,2
0.783,0.763,1.546,0.745,2
0.826,0.795,1.539,0.743,2
0.776,0.792,1.535,0.74,2
0.775,0.769,1.557,0.738,2
0.775,0.789,1.561,0.739,2
0.778,0.805,1.558,0.735,2
0.778,0.775,1.578,0.73,2
0.784,0.768,1.605,0.728,2
0.805,0.765,2.912,0.726,2
1.529,0.762,1.593,0.724,0
1.531,0.758,1.591,0.723,0
0.791,0.756,1.597,0.722,2
1.532,0.753,1.588,0.722,0
1.53,0.752,1.599,0.723,0
1.529,0.751,1.592,0.724,0
1.528,0.751,1.578,0.725,0
1.528,0.751,1.584,0.726,0
1.527,0.75,1.595,0.727,0
1.527,0.75,1.594,0.727,0
1.525,0.75,1.578,0.729,0
1.521,0.748,1.577,0.733,0
1.514,0.745,1.581,0.74,0
1.504,0.742,1.575,0.749,0
1.493,0.738,1.567,0.76,0
1.48,0.732,1.557,0.774,0
1.465,0.726,1.547,0.788,0
1.45,0.72,1.555,0.803,0
1.433,0.714,2.959,0.82,0
1.416,0.706,1.522,0.837,0
1.397,0.7,2.97,0.855,0
1.379,0.693,1.444,0.873,0
1.361,0.686,2.987,0.892,0
1.342,0.679,1.381,0.91,0
1.323,0.673,1.384,0.929,0
1.304,0.666,1.343,0.947,0
1.285,0.658,1.321,0.966,0
1.267,0.652,1.302,0.985,0
1.248,0.645,1.283,1.004,0
1.229,0.638,1.27,1.023,0
1.209,0.631,1.25,1.042,0
1.19,0.624,1.227,1.061,0
1.17,0.617,1.208,1.08,0
1.151,0.609,1.188,1.099,0
1.132,0.602,3.093,1.118,0
1.114,0.595,3.109,1.136,0
1.096,0.587,1.157,1.155,0
1.078,0.58,1.139,1.172,0
1.06,0.573,1.096,1.19,0
1.042,0.566,1.281,1.208,0
1.024,0.559,1.084,1.226,0
1.006,0.551,1.063,1.245,0
0.987,0.544,1.048,1.263,0
0.969,0.536,1.026,1.281,0
0.715,0.529,1.011,1.299,2
0.677,0.522,0.99,1.318,2
0.651,0.514,0.971,1.336,2
0.628,0.506,0.953,1.355,2
0.606,0.498,0.934,1.373,2
0.591,0.49,0.918,1.39,2
0.585,0.484,0.882,1.406,2
0.573,0.478,0.874,1.415,2
0.835,0.479,0.871,1.415,2
0.837,0.483,0.881,1.413,2
0.839,0.482,0.883,1.413,2
0.839,0.481,0.904,1.412,2
0.839,0.479,0.904,1.412,2
0.837,0.476,0.909,1.412,2
0.831,0.475,0.909,1.412,2
0.834,0.47,3.245,1.412,2
0.834,0.47,3.245,1.412,2
0.831,0.469,3.246,1.412,2
0.831,0.468,2.647,1.412,2
0.527,0.466,2.648,1.412,2
0.832,0.464,2.648,1.414,2
0.836,0.462,2.651,1.409,2
0.839,0.46,2.648,1.408,2
0.842,0.455,3.245,1.408,2
0.843,0.456,0.906,1.407,2
0.843,0.454,2.649,1.407,2
0.841,0.453,0.916,1.41,2
0.838,0.451,2.642,1.411,2
0.838,0.449,2.643,1.41,2
0.838,0.447,2.644,1.41,2
0.834,0.445,2.644,1.417,2
0.837,0.443,2.646,1.416,2
0.845,0.441,2.647,1.413,2
0.846,0.439,2.648,1.414,2
0.845,0.437,2.65,1.414,2
0.845,0.435,2.653,1.415,2
0.846,0.433,1.496,1.416,2
0.847,0.431,2.658,0.802,2
0.836,0.428,1.482,0.797,2
0.835,0.425,1.475,0.796,2
0.834,0.423,1.469,0.795,2
0.834,0.42,1.466,0.797,2
0.842,0.417,2.665,0.479,2
0.841,0.415,2.671,0.47,2
0.841,0.414,2.671,0.461,2
0.844,0.412,2.676,0.456,2
0.843,0.411,1.489,0.451,2
0.831,0.413,1.483,0.45,2
0.827,0.414,1.477,0.446,2
0.826,0.413,1.448,0.445,2
0.825,0.408,1.444,0.438,2
0.826,0.408,1.448,0.432,2
0.828,0.408,1.443,0.428,2
0.83,0.411,1.462,0.429,2
0.829,0.423,1.465,0.428,2
0.828,0.441,1.445,0.417,2
0.83,0.467,1.442,0.408,2
0.836,0.418,1.438,0.402,2
0.84,0.419,1.439,0.398,2
5,0.427,1.439,0.396,1
0.828,0.484,1.458,0.393,2
0.827,0.999,1.45,0.408,2
0.83,0.431,1.449,0.387,2
0.832,0.433,1.444,0.387,2
0.835,0.434,1.444,0.387,2
0.835,0.43,1.444,0.386,2
0.835,0.43,1.444,0.385,2
0.835,0.43,1.445,0.385,2
0.839,0.428,1.442,0.384,2
0.852,0.431,1.442,0.382,2
0.856,0.432,1.443,0.381,2
3.332,0.433,1.443,0.38,1
3.333,0.437,1.444,0.379,1
3.334,0.442,1.445,0.378,1
3.334,0.453,1.448,0.377,1
3.335,0.817,1.448,0.374,0
3.334,0.818,1.448,0.378,0
3.334,0.801,1.448,0.378,0
3.333,0.818,1.448,0.375,0
3.332,0.814,1.448,0.376,0
3.329,0.817,1.449,0.382,0
3.323,0.81,1.452,0.388,0
3.314,0.803,1.456,0.397,0
3.302,0.799,1.46,0.408,0
3.288,0.79,1.466,0.421,0
3.271,0.783,1.473,0.436,0
3.256,0.78,1.479,0.451,0
3.242,0.77,1.486,0.467,0
3.224,0.762,1.494,0.485,0
3.203,0.754,1.502,0.503,0
3.188,0.591,1.51,0.521,0
3.168,0.741,1.518,0.54,0
3.149,0.632,1.526,0.559,0
3.129,0.654,1.534,0.579,0
3.11,0.715,1.542,0.598,0
0.881,0.707,1.551,0.617,2
3.071,0.699,1.559,0.636,0
3.051,0.691,1.567,0.656,0
3.031,0.683,1.576,0.676,0
3.012,0.675,1.584,0.695,0
2.994,0.668,1.592,0.714,0
2.973,0.661,1.6,0.731,0
2.957,0.654,1.607,0.748,0
2.94,0.648,1.614,0.764,0
0.811,0.641,1.621,0.781,2
0.795,0.638,1.628,0.797,2
0.778,0.648,1.635,0.812,2
0.781,0.636,1.642,0.829,2
2.859,0.629,1.649,0.844,0
0.749,0.62,1.655,0.859,2
2.835,0.612,1.661,0.872,0
2.829,0.608,1.665,0.878,0
2.828,0.607,1.666,0.879,0
2.828,0.604,1.666,0.879,0
2.827,0.607,1.665,0.881,0
2.826,0.608,1.665,0.882,0
2.825,0.607,1.666,0.883,0
2.823,0.607,1.666,0.885,0
2.821,0.606,1.667,0.886,0
2.819,0.606,1.668,0.889,0
2.817,0.606,1.668,0.891,0
2.815,0.605,1.669,0.893,0
2.813,0.605,1.67,0.895,0
2.809,0.6,1.672,0.9,0
2.801,0.599,1.675,0.907,0
2.791,0.6,1.679,0.917,0
2.78,0.597,1.683,0.929,0
2.767,0.592,1.688,0.942,0
2.752,0.589,1.694,0.957,0
2.736,0.587,1.703,0.973,0
2.719,0.58,1.71,0.99,0
2.702,0.575,1.714,1.007,0
2.684,0.565,1.721,1.025,0
2.665,0.562,1.728,1.043,0
2.647,0.558,1.735,1.061,0
2.628,0.558,1.745,1.083,0
2.609,0.575,1.75,1.1,0
2.589,0.538,1.757,1.119,0
2.569,0.529,1.765,1.139,0
2.55,0.523,1.772,1.158,0
2.53,0.512,1.779,1.178,0
2.51,0.512,1.787,1.197,0
2.491,0.503,1.794,1.217,0
2.471,0.496,1.801,1.237,0
2.451,0.486,1.809,1.26,1
2.431,0.479,1.816,1.276,1
2.411,0.47,1.823,1.296,1
2.391,0.464,1.831,1.316,1
2.372,0.458,1.838,1.335,1
2.354,0.452,1.844,1.353,1
2.337,0.448,1.85,1.371,1
2.32,0.444,1.856,1.388,1
2.304,0.441,1.862,1.404,1
2.288,0.439,1.867,1.419,1
2.274,0.44,1.872,1.434,1
2.258,0.439,1.876,1.447,1
2.248,0.445,1.881,1.459,1
2.233,0.45,1.884,1.471,1
2.222,0.449,1.888,1.482,1
2.214,0.459,1.891,1.493,1
2.205,0.466,1.895,1.503,1
2.195,0.445,1.898,1.512,1
2.184,0.441,1.901,1.52,1
2.179,0.437,1.906,1.525,1
2.181,0.436,1.904,1.525,1
2.181,0.436,1.904,1.525,1
2.179,0.436,1.904,1.525,1
2.179,0.436,1.904,1.525,1
2.181,0.436,1.904,1.526,1
2.177,0.436,1.908,1.527,1
2.174,0.436,1.905,1.53,1
2.169,0.436,1.907,1.534,1
2.163,0.436,1.909,1.54,1
2.155,0.507,1.911,1.547,0
2.147,0.444,1.914,1.555,1
2.138,0.442,1.916,1.563,1
2.129,0.487,1.919,1.572,1
2.119,0.486,1.921,1.582,1
2.107,0.495,1.924,1.593,0
2.096,3.091,1.927,1.605,3
2.085,3.097,1.93,1.615,3
2.074,0.457,1.932,1.626,1
2.062,0.458,1.935,1.638,1
2.049,0.462,1.937,1.652,1
2.035,0.473,1.939,1.665,1
2.021,0.492,1.942,1.679,1
2.008,0.481,1.945,1.692,1
1.995,1.464,1.948,1.705,3
1.981,1.455,1.95,1.719,3
1.968,1.452,1.953,1.731,3
1.956,1.447,1.955,1.744,3
1.943,1.446,1.957,1.756,3
1.931,1.444,1.959,1.769,3
1.918,1.442,1.961,1.782,3
1.905,1.441,1.963,1.795,3
1.891,1.437,1.965,1.809,3
1.877,1.435,1.966,1.823,3
1.862,1.434,1.931,1.838,3
1.848,1.433,1.919,1.853,3
1.833,1.431,1.974,1.868,3
1.818,1.43,1.977,1.883,3
1.804,1.431,1.878,1.898,3
1.79,1.43,1.982,1.912,3
1.776,1.431,1.984,1.925,3
1.762,1.44,1.828,1.938,3
1.686,1.432,1.787,1.951,3
1.677,1.424,1.765,1.964,3
1.658,1.422,1.75,1.977,3
1.646,1.421,1.748,1.991,3
1.637,0.664,1.845,2.004,0
1.524,0.665,1.717,2.02,0
1.425,0.675,1.69,2.034,0
1.418,0.686,1.676,2.047,0
1.416,0.693,1.658,2.068,0
1.403,0.696,1.646,2.073,0
1.393,0.795,1.633,2.082,0
1.413,0.805,1.62,2.097,0
1.414,0.819,1.613,2.11,0
1.41,0.83,1.595,2.124,0
1.359,0.915,1.578,2.141,3
1.345,0.982,1.565,2.156,3
1.332,2.168,1.551,2.159,3
1.318,0.88,1.533,2.171,0
1.304,2.192,1.517,2.186,3
1.29,2.204,1.503,2.23,3
1.277,2.217,1.488,2.203,3
1.263,2.229,1.475,2.228,3
1.249,1.292,1.462,2.298,3
1.236,1.297,1.454,2.271,3
1.223,1.305,1.443,2.29,3
1.21,1.312,1.432,2.301,3
1.201,1.319,1.423,2.283,3
1.19,2.29,1.414,2.369,3
1.181,2.298,1.405,2.368,3
1.17,2.304,1.395,3.323,3
1.157,1.762,1.383,2.383,3
1.144,1.772,1.375,3.348,3
1.132,2.326,1.367,2.396,3
1.12,2.333,1.36,2.399,3
1.108,2.34,1.353,2.398,3
1.096,2.347,1.346,2.41,3
1.083,0.844,1.34,2.413,0
1.071,0.848,1.334,2.429,0
1.059,0.814,1.331,2.413,0
1.046,0.82,1.327,2.405,0
1.032,0.82,1.321,2.454,0
1.017,0.859,1.316,2.427,0
0.999,0.825,1.311,2.438,0
0.982,0.828,1.307,2.453,0
0.965,0.831,1.299,2.47,0
0.947,0.829,1.296,2.488,0
0.929,0.828,1.292,2.509,0
0.91,0.83,1.289,2.528,0
0.891,0.833,1.286,2.541,2
0.872,0.835,1.283,2.563,2
0.853,0.835,1.28,2.582,2
0.834,0.837,1.278,2.605,2
0.814,0.84,1.275,2.625,2
0.796,0.843,1.273,2.643,2
0.78,0.845,1.271,2.671,2
0.775,0.844,1.277,2.661,2
0.778,0.843,1.279,2.662,2
0.78,0.842,1.28,2.659,2
0.782,0.841,1.28,2.658,2
0.783,0.841,1.28,2.658,2
0.782,0.844,1.281,2.656,2
0.782,0.844,1.282,2.659,2
0.782,0.842,1.282,2.657,2
0.783,0.845,1.283,2.66,2
0.786,0.841,1.284,2.664,2
0.783,0.84,1.284,2.668,2
0.784,0.838,1.285,2.655,2
0.787,0.834,1.282,2.666,2
0.786,0.833,1.283,2.667,2
0.786,0.831,1.284,2.705,2
0.782,0.829,1.285,3.668,2
0.781,0.828,1.287,3.668,2
0.78,0.826,1.288,3.667,2
0.78,0.825,1.29,3.667,2
0.779,0.823,1.293,3.667,2
0.779,0.822,1.295,3.667,2
0.781,0.83,1.301,3.676,2
0.781,0.905,1.304,3.678,2
0.78,0.834,1.303,3.72,2
0.778,0.825,1.304,3.667,2
0.772,0.831,1.306,3.705,2
0.77,0.821,1.307,3.671,2
0.769,0.82,1.309,3.678,2
0.768,0.854,1.311,3.672,2
0.767,0.89,1.314,3.717,2
0.766,0.884,1.316,0.836,2
0.766,0.826,1.322,0.823,2
0.769,0.822,1.351,0.813,2
0.768,0.798,1.329,0.808,2
0.78,0.794,1.338,0.805,2
0.796,0.791,1.335,0.803,2
0.767,0.787,1.334,0.807,2
0.766,0.784,1.337,0.81,2
0.766,0.78,1.342,0.795,2
0.768,0.773,1.345,0.793,2
0.771,0.77,1.351,0.792,2
0.784,0.767,1.828,0.791,2
0.843,0.763,1.383,0.786,2
0.885,0.755,1.386,0.785,2
0.887,0.752,1.39,0.784,2
0.885,0.749,1.367,0.783,2
1.333,0.748,1.394,0.783,0
1.338,0.742,1.401,0.787,0
1.339,0.735,1.919,0.787,0
1.335,0.733,1.92,0.787,0
1.333,0.732,1.919,0.789,0
1.331,0.732,1.918,0.79,0
1.329,0.732,1.916,0.793,0
1.323,0.732,1.913,0.799,0
1.315,0.731,1.909,0.807,0
1.304,0.731,1.903,0.818,0
1.295,0.724,1.896,0.83,0
1.28,0.719,1.888,0.845,0
1.264,0.715,1.879,0.861,0
1.247,0.71,1.87,0.877,0
1.23,0.709,1.861,0.895,0
1.211,0.7,1.663,0.912,0
1.048,0.694,1.841,0.931,0
1.025,0.689,1.569,0.95,0
1.005,0.684,1.821,0.969,0
0.988,0.678,1.811,0.988,0
0.971,0.673,1.798,1.008,0
0.955,0.667,1.788,1.028,0
0.938,0.662,1.778,1.048,0
0.922,0.656,1.766,1.068,0
0.905,0.65,1.759,1.089,0
0.886,0.638,1.741,1.131,2
0.954,0.627,1.718,1.166,0
0.935,0.618,1.717,1.188,0
0.915,0.612,1.71,1.204,0
0.897,0.606,1.693,1.225,2
0.88,0.601,1.686,1.238,2
0.864,0.597,1.683,1.254,2
0.849,0.593,1.68,1.269,2
0.835,0.589,1.678,1.283,2
0.824,0.585,1.675,1.293,2
0.822,0.583,1.676,1.295,2
0.825,0.578,1.677,1.292,2
0.826,0.578,1.675,1.29,2
0.826,0.582,1.675,1.291,2
0.826,0.578,1.678,1.291,2
0.826,0.578,1.678,1.287,2
0.826,0.577,1.679,1.287,2
0.826,0.576,1.68,1.29,2
0.827,0.572,1.681,1.287,2
0.827,0.572,0.893,1.286,2
0.827,0.572,1.682,1.286,2
0.827,0.571,0.894,1.289,2
0.827,0.57,0.895,1.289,2
0.828,0.569,1.689,1.289,2
0.828,0.568,0.898,1.286,2
0.828,0.566,0.901,1.29,2
0.828,0.564,1.581,1.291,2
0.828,0.564,1.585,1.295,2
0.826,0.562,1.587,1.309,2
0.826,0.561,1.693,5,2
0.825,0.566,1.694,5,2
0.825,0.565,1.695,5,2
0.825,0.565,1.695,5,2
0.825,0.565,1.695,5,2
